True,Layer 0,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 10,Layer 11
wig vs library,t=2.81 p=5.80e-03 q=1.58e-02 d=0.14,,t=4.10 p=1.00e-04 q=3.00e-04 d=0.44,t=2.52 p=1.31e-02 q=3.17e-02 d=0.18,,,,,,t=-2.55 p=1.21e-02 q=2.97e-02 d=0.29,t=4.64 p=0.00e+00 q=1.00e-04 d=0.50,
lipstick vs bra,,t=4.31 p=0.00e+00 q=2.00e-04 d=0.55,t=-2.56 p=1.16e-02 q=2.85e-02 d=0.31,t=9.10 p=0.00e+00 q=0.00e+00 d=0.92,t=-4.93 p=0.00e+00 q=0.00e+00 d=0.68,,,t=3.00 p=3.30e-03 q=9.60e-03 d=0.33,t=3.42 p=8.00e-04 q=2.90e-03 d=0.44,,t=-2.53 p=1.25e-02 q=3.06e-02 d=0.18,t=2.35 p=2.06e-02 q=4.68e-02 d=0.22
lipstick vs windsor,,t=4.27 p=0.00e+00 q=2.00e-04 d=0.55,t=-3.86 p=2.00e-04 q=8.00e-04 d=0.44,t=8.66 p=0.00e+00 q=0.00e+00 d=0.87,t=-2.55 p=1.20e-02 q=2.96e-02 d=0.21,t=-3.15 p=2.10e-03 q=6.50e-03 d=0.30,t=-3.90 p=2.00e-04 q=7.00e-04 d=0.37,t=-6.65 p=0.00e+00 q=0.00e+00 d=0.74,t=-5.44 p=0.00e+00 q=0.00e+00 d=0.56,t=2.83 p=5.40e-03 q=1.50e-02 d=0.35,t=-9.49 p=0.00e+00 q=0.00e+00 d=1.33,t=19.34 p=0.00e+00 q=0.00e+00 d=2.08
lipstick vs desk,,t=4.40 p=0.00e+00 q=1.00e-04 d=0.52,,t=6.40 p=0.00e+00 q=0.00e+00 d=0.73,t=-3.50 p=6.00e-04 q=2.30e-03 d=0.48,,,,t=-5.04 p=0.00e+00 q=0.00e+00 d=0.41,,t=-4.77 p=0.00e+00 q=0.00e+00 d=0.62,
lipstick vs library,t=2.40 p=1.78e-02 q=4.14e-02 d=0.28,t=5.19 p=0.00e+00 q=0.00e+00 d=0.64,,t=8.07 p=0.00e+00 q=0.00e+00 d=0.93,t=-3.54 p=6.00e-04 q=2.10e-03 d=0.42,,,t=-4.00 p=1.00e-04 q=5.00e-04 d=0.45,,,,t=4.97 p=0.00e+00 q=0.00e+00 d=0.75
bra vs windsor,,,,,t=3.04 p=2.90e-03 q=8.60e-03 d=0.37,,,t=-10.56 p=0.00e+00 q=0.00e+00 d=1.03,t=-7.26 p=0.00e+00 q=0.00e+00 d=0.86,t=5.80 p=0.00e+00 q=0.00e+00 d=0.90,t=-7.54 p=0.00e+00 q=0.00e+00 d=0.89,t=7.86 p=0.00e+00 q=0.00e+00 d=0.85
bra vs desk,,,t=3.73 p=3.00e-04 q=1.10e-03 d=0.33,,,,,t=-5.97 p=0.00e+00 q=0.00e+00 d=0.50,t=-7.81 p=0.00e+00 q=0.00e+00 d=0.95,,,
bra vs library,t=2.89 p=4.50e-03 q=1.27e-02 d=0.10,,t=2.60 p=1.06e-02 q=2.64e-02 d=0.22,,t=2.37 p=1.91e-02 q=4.39e-02 d=0.26,,,t=-9.04 p=0.00e+00 q=0.00e+00 d=0.74,t=-4.10 p=1.00e-04 q=3.00e-04 d=0.54,t=2.95 p=3.80e-03 q=1.10e-02 d=0.32,,
windsor vs desk,t=-2.38 p=1.89e-02 q=4.35e-02 d=0.13,,t=3.96 p=1.00e-04 q=5.00e-04 d=0.46,,,,t=4.18 p=1.00e-04 q=3.00e-04 d=0.36,t=6.58 p=0.00e+00 q=0.00e+00 d=0.44,t=2.90 p=4.40e-03 q=1.26e-02 d=0.32,,t=5.60 p=0.00e+00 q=0.00e+00 d=0.78,t=-12.01 p=0.00e+00 q=0.00e+00 d=1.86
windsor vs library,t=2.50 p=1.38e-02 q=3.31e-02 d=0.07,,t=3.34 p=1.10e-03 q=3.70e-03 d=0.35,,,,t=4.58 p=0.00e+00 q=1.00e-04 d=0.36,t=2.79 p=6.10e-03 q=1.66e-02 d=0.23,t=5.73 p=0.00e+00 q=0.00e+00 d=0.52,,t=8.24 p=0.00e+00 q=0.00e+00 d=1.13,t=-4.85 p=0.00e+00 q=0.00e+00 d=0.80
desk vs library,t=4.62 p=0.00e+00 q=1.00e-04 d=0.20,,,,,,,t=-2.76 p=6.60e-03 q=1.79e-02 d=0.21,t=4.99 p=0.00e+00 q=0.00e+00 d=0.35,,t=5.44 p=0.00e+00 q=0.00e+00 d=0.57,t=10.07 p=0.00e+00 q=0.00e+00 d=0.78
