True,Layer 0,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 10,Layer 11
wig vs library,,,t=3.78 p=2.00e-04 q=9.00e-04 d=0.35,,t=-3.37 p=9.00e-04 q=3.20e-03 d=0.34,,t=2.77 p=6.20e-03 q=1.67e-02 d=0.28,,t=2.70 p=7.70e-03 q=2.02e-02 d=0.32,t=2.55 p=1.15e-02 q=2.84e-02 d=0.28,t=5.52 p=0.00e+00 q=0.00e+00 d=0.50,
lipstick vs bra,t=2.48 p=1.40e-02 q=3.36e-02 d=0.20,t=4.43 p=0.00e+00 q=1.00e-04 d=0.31,,t=6.08 p=0.00e+00 q=0.00e+00 d=0.52,,t=4.75 p=0.00e+00 q=0.00e+00 d=0.45,,t=3.76 p=2.00e-04 q=9.00e-04 d=0.19,t=-3.51 p=6.00e-04 q=2.10e-03 d=0.36,,,t=-5.02 p=0.00e+00 q=0.00e+00 d=0.35
lipstick vs windsor,t=-2.64 p=8.90e-03 q=2.29e-02 d=0.30,,t=-4.01 p=1.00e-04 q=4.00e-04 d=0.42,t=-4.09 p=1.00e-04 q=3.00e-04 d=0.44,,,t=3.33 p=1.10e-03 q=3.60e-03 d=0.33,,t=-14.42 p=0.00e+00 q=0.00e+00 d=1.36,,t=-2.73 p=6.90e-03 q=1.85e-02 d=0.25,t=5.09 p=0.00e+00 q=0.00e+00 d=0.55
lipstick vs desk,,t=4.61 p=0.00e+00 q=0.00e+00 d=0.36,t=-2.59 p=1.03e-02 q=2.58e-02 d=0.27,t=5.07 p=0.00e+00 q=0.00e+00 d=0.49,t=-5.10 p=0.00e+00 q=0.00e+00 d=0.50,t=2.66 p=8.50e-03 q=2.20e-02 d=0.28,,t=3.37 p=9.00e-04 q=3.20e-03 d=0.28,t=-4.21 p=0.00e+00 q=2.00e-04 d=0.37,t=2.98 p=3.30e-03 q=9.60e-03 d=0.33,t=-5.22 p=0.00e+00 q=0.00e+00 d=0.46,
lipstick vs library,,t=3.39 p=9.00e-04 q=3.00e-03 d=0.30,,t=3.06 p=2.50e-03 q=7.80e-03 d=0.30,t=-3.38 p=9.00e-04 q=3.10e-03 d=0.37,t=2.33 p=2.08e-02 q=4.71e-02 d=0.25,t=5.34 p=0.00e+00 q=0.00e+00 d=0.61,t=2.96 p=3.50e-03 q=1.04e-02 d=0.34,,,t=6.79 p=0.00e+00 q=0.00e+00 d=0.66,
bra vs windsor,t=-4.70 p=0.00e+00 q=0.00e+00 d=0.49,t=-5.60 p=0.00e+00 q=0.00e+00 d=0.50,t=-2.56 p=1.12e-02 q=2.79e-02 d=0.28,t=-9.05 p=0.00e+00 q=0.00e+00 d=0.96,,t=-3.36 p=9.00e-04 q=3.20e-03 d=0.30,t=3.46 p=7.00e-04 q=2.40e-03 d=0.33,,t=-9.64 p=0.00e+00 q=0.00e+00 d=1.07,,,t=9.69 p=0.00e+00 q=0.00e+00 d=1.18
bra vs desk,,,,,t=-4.71 p=0.00e+00 q=0.00e+00 d=0.40,t=-3.17 p=1.80e-03 q=5.80e-03 d=0.24,t=3.21 p=1.60e-03 q=5.10e-03 d=0.23,,,t=3.60 p=4.00e-04 q=1.60e-03 d=0.40,t=-4.20 p=0.00e+00 q=2.00e-04 d=0.35,t=4.78 p=0.00e+00 q=0.00e+00 d=0.50
bra vs library,,,,t=-3.52 p=5.00e-04 q=2.00e-03 d=0.21,t=-3.10 p=2.30e-03 q=7.00e-03 d=0.29,t=-2.92 p=4.00e-03 q=1.15e-02 d=0.24,t=6.48 p=0.00e+00 q=0.00e+00 d=0.58,,,,t=5.38 p=0.00e+00 q=0.00e+00 d=0.64,t=6.00 p=0.00e+00 q=0.00e+00 d=0.73
windsor vs desk,t=3.91 p=1.00e-04 q=6.00e-04 d=0.42,t=5.71 p=0.00e+00 q=0.00e+00 d=0.57,,t=8.30 p=0.00e+00 q=0.00e+00 d=0.94,t=-6.06 p=0.00e+00 q=0.00e+00 d=0.67,,,,t=11.87 p=0.00e+00 q=0.00e+00 d=1.17,t=4.84 p=0.00e+00 q=0.00e+00 d=0.47,,t=-6.65 p=0.00e+00 q=0.00e+00 d=0.67
windsor vs library,t=3.91 p=1.00e-04 q=6.00e-04 d=0.42,t=5.43 p=0.00e+00 q=0.00e+00 d=0.51,,t=6.34 p=0.00e+00 q=0.00e+00 d=0.73,t=-5.13 p=0.00e+00 q=0.00e+00 d=0.53,,t=3.15 p=1.90e-03 q=6.00e-03 d=0.31,t=2.78 p=6.00e-03 q=1.63e-02 d=0.27,t=14.64 p=0.00e+00 q=0.00e+00 d=1.25,t=2.47 p=1.44e-02 q=3.44e-02 d=0.27,t=6.96 p=0.00e+00 q=0.00e+00 d=0.73,t=-10.62 p=0.00e+00 q=0.00e+00 d=0.82
desk vs library,,,,t=-3.27 p=1.30e-03 q=4.30e-03 d=0.18,,,t=5.80 p=0.00e+00 q=0.00e+00 d=0.37,,t=2.95 p=3.60e-03 q=1.05e-02 d=0.20,t=-3.26 p=1.30e-03 q=4.40e-03 d=0.28,t=8.20 p=0.00e+00 q=0.00e+00 d=0.87,t=2.60 p=1.00e-02 q=2.53e-02 d=0.15
